"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"52.222.143.3","192.168.119.140",18,1656,6,630,12,1026,0,8.232937188,612.1752036862498,996.971046003321
"13.227.209.198","192.168.119.140",3,276,1,105,2,171,0.046494845,0.037251419,22549.476571617313,36723.43327377676
"151.101.194.114","192.168.119.140",21,6602,10,5485,11,1117,0.129549127,0.26983226,162619.54741808856,33116.87045870646
"151.101.2.114","192.168.119.140",435,241383,240,222638,195,18745,2.049869887,11.566134524,153993.02129023033,12965.43799389757
"34.117.237.239","192.168.119.140",12,1104,4,420,8,684,3.130143208,6.308852258,532.5849873468379,867.3526936791361
"151.139.128.11","192.168.119.140",78,20770,36,16854,42,3916,6.349293554,2.321735983000001,58073.78659212517,13493.351625416053
"172.64.146.241","192.168.119.140",16,4526,7,3569,9,957,6.392685677,2.046886666,13948.989201144175,3740.3145602395557
"13.227.219.42","192.168.119.140",24,8278,11,7006,13,1272,6.433983573,2.230206819,25131.30151092054,4562.805526961309
"8.238.16.250","192.168.119.140",38,12114,16,9812,22,2302,6.454316738,5.369030163000001,14620.145094535948,3430.042194009555
"104.18.226.52","192.168.119.140",15,4456,6,3537,9,919,6.559587266,2.105159742999999,13441.26026259472,3492.3715525373336
"13.227.219.54","192.168.119.140",22,7584,10,6380,12,1204,6.560485239,2.1352392019999993,23903.645058686037,4510.970007940124
"192.168.119.140","216.58.214.14",19,6994,11,1154,8,5840,6.577679952,2.0868472120000003,4423.8983797727105,22387.8392875846
"8.238.17.122","192.168.119.140",202,61843,86,49549,116,12294,6.648595534,6.3402336340000005,62520.09356158688,15512.362111165696
"13.227.217.72","192.168.119.140",22,7587,10,6392,12,1195,6.650031009,2.1272290620000005,24038.784028233622,4494.109341949183
"172.217.168.228","192.168.119.140",2,132,1,66,1,66,7.762416619,0.042555609999999966,12407.294831398267,12407.294831398267
"104.18.169.12","192.168.119.140",3,240,1,93,2,147,8.213898196,0.023031197999999975,32304.007807149275,51061.17363065531
"142.251.36.4","192.168.119.140",2,132,1,66,1,66,8.24593756,0.04295519400000103,12291.877904217761,12291.877904217761
"8.238.16.122","192.168.119.140",156,48867,66,39395,90,9472,8.394253857,4.883512196,64535.520205753164,15516.701291760222
"52.222.139.45","192.168.119.140",22,7618,10,6414,12,1204,8.856628035,1.282229665000001,40017.7919764475,7511.914801939942
"104.16.123.175","192.168.119.140",31,8902,13,7080,18,1822,10.069581501,0.972247845,58256.75036595221,14992.062029204086
"104.16.124.175","192.168.119.140",46,13327,19,10594,27,2733,10.140421874,1.772875904000001,47804.81240045099,12332.50446388829
"104.16.122.175","192.168.119.140",15,4424,6,3513,9,911,10.246386261,1.5727431210000002,17869.4153067607,4633.941743370054

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"167.40.79.16","192.168.119.140",31,11389,14,9340,17,2049,0,7.859449704,9507.026931156757,2085.6422036338536
"167.44.7.21","192.168.119.140",70,26993,31,22337,39,4656,1.796561295,8.108878631,22037.079124214604,4593.483475952151
"104.73.152.39","192.168.119.140",3,198,1,66,2,132,2.17151822,0.04111899000000019,12840.78232466307,25681.56464932614
"13.227.209.198","192.168.119.140",3,276,1,105,2,171,2.490978433,0.025276782000000164,33232.07835554362,54120.813321885325
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,2.494963399,0.03336202799999999,25178.32549028495,41004.70151274978
"142.251.36.36","192.168.119.140",4,264,2,132,2,132,6.373679817,0.9206771379999994,1146.9818858475887,1146.9818858475887
"104.81.141.56","192.168.119.140",26,7398,12,6087,14,1311,7.694967178,0.45598729999999943,106792.44794756359,23000.640588016406
"142.251.39.106","192.168.119.140",19,7029,8,5880,11,1149,7.78520504,0.3999775120000004,117606.61184371774,22981.29200823668
"142.250.179.202","192.168.119.140",38,14062,16,11762,22,2300,7.851711491,0.5188599319999998,181351.44804359268,35462.36443634273

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"151.101.2.114","192.168.119.140",4,342,2,171,2,171,0,0.049606219,27577.18744901723,27577.18744901723
"172.217.168.228","192.168.119.140",2,132,1,66,1,66,3.638809927,0.04161227599999995,12688.56334606645,12688.56334606645

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.119.140","192.229.221.25",29,8625,15,1168,14,7457,0,0.341519203,27360.10132935336,174678.3181618048
"34.117.237.239","192.168.119.140",6,552,2,210,4,342,1.144269523,0.6839599730000001,2456.28409018023,4000.234089722089
"13.227.219.69","192.168.119.140",22,7558,10,6368,12,1190,1.697273779,0.3216252559999999,158395.52102836108,29599.66551880491
"104.18.40.122","192.168.119.140",3,240,1,93,2,147,1.937730478,0.03063087199999992,24289.220365649464,38392.63864247819
"52.222.139.110","192.168.119.140",22,7569,10,6373,12,1196,3.928540845,0.26074043999999974,195535.45280509634,36695.49687037427
"52.222.139.27","192.168.119.140",22,7569,10,6373,12,1196,5.832872634,0.19483440299999977,261678.63177634013,49108.37025019658
"52.222.143.3","192.168.119.140",4,381,1,105,3,276,6.595637356,0.04055102399999999,20714.64335894453,54449.91968636848

