"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"47.246.48.252","192.168.119.140",1284,382340,559,319130,725,63210,29.701746089,17.487415812,145992.98303686955,28916.79396409151
"47.246.48.251","192.168.119.140",1104,327901,480,273584,624,54317,29.762921245,17.473908697,125253.71615199988,24867.704618063108
"2.16.42.31","192.168.119.140",25,7445,12,6156,13,1289,31.29287818,1.2455862479999986,39538.00877223562,8278.832571054534
"104.18.40.122","192.168.119.140",9,720,3,279,6,441,32.271325608,2.483259117000003,898.8188082025262,1420.7136000620574

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"104.99.235.115","192.168.119.140",9,717,5,407,4,310,0,4.067192419,800.5522396209993,609.7572341093606
"151.101.193.69","192.168.119.140",9,859,5,619,4,240,0.006546645,0.24768478800000002,19993.15355612392,7751.788131615091
"142.251.36.46","192.168.119.140",3,276,1,105,2,171,0.581473712,0.03202223599999998,26231.77219729442,42720.31472130805
"52.222.143.3","192.168.119.140",6,552,2,210,4,342,0.679160674,4.823926638,348.2640027661217,567.1728045048268
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,2.643055854,0.36927975800000024,4549.396395564143,7409.016987061604
"142.251.36.36","192.168.119.140",4,264,1,66,3,198,3.002076792,2.7799747050000003,189.9297857100466,569.7893571301397
"172.217.168.228","192.168.119.140",11,726,0,0,11,726,3.002186427,1.0243183660000001,0,5670.112137772602
"142.251.39.100","192.168.119.140",1,66,0,0,1,66,3.002317833,0,0,0
"142.250.179.132","192.168.119.140",6,396,1,66,5,330,3.002445385,2.175610445,242.69050611218225,1213.4525305609113
"151.101.1.69","192.168.119.140",300,131267,152,116842,148,14425,3.251949398,3.609838926,258941.19354399137,31968.185386009103
"13.227.209.198","192.168.119.140",9,828,3,315,6,513,3.578898622,1.9121286249999998,1317.9029731851854,2146.2991277587303
"192.168.119.140","216.58.208.106",19,7029,11,1149,8,5880,4.22117894,0.7013821590000004,13105.551491508631,67067.57421242015
"151.101.65.69","192.168.119.140",106,35218,50,29426,56,5792,4.401780738,2.4694240659999993,95329.11063805922,18763.889377273128
"142.251.39.104","192.168.119.140",35,13791,15,11615,20,2176,4.581727955,1.9384173210000002,47936.014083935224,8980.522311376932
"142.251.36.4","192.168.119.140",2,132,1,66,1,66,6.317890105,0.04418204300000017,11950.55647381444,11950.55647381444

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"142.251.36.36","192.168.119.140",91,29646,43,24388,48,5258,0,17.026452067,11458.875826405601,2470.508819716281
"13.227.209.198","192.168.119.140",34,3102,12,1221,22,1881,0.05926063,22.550777541,433.15579616891756,667.2940643683326
"172.217.168.228","192.168.119.140",54,17747,25,14579,29,3168,0.827624088,16.738819763,6967.755292867599,1514.0852436932953
"142.250.179.132","192.168.119.140",4,264,1,66,3,198,0.890582157,5.535877667,95.37783017631845,286.13349052895535
"142.250.179.164","192.168.119.140",17,5850,8,4838,9,1012,1.18829265,10.110163035000001,3828.227088525877,800.7783823042968
"192.0.77.48","192.168.119.140",37,2421,18,1278,19,1143,2.541901416,2.1880809340000003,4672.587673121235,4179.004468214062
"34.117.237.239","192.168.119.140",22,2037,7,735,15,1302,3.117182,23.577347926,249.39191712549695,441.7799674794517
"52.222.143.3","192.168.119.140",12,1104,4,420,8,684,3.72680386,21.741808874,154.54095928596195,251.680990837138
"172.64.147.134","192.168.119.140",27,2160,9,837,18,1323,3.941657958,18.254006495,366.82357935142176,579.8179157490215
"18.155.155.201","192.168.119.140",3,276,1,105,2,171,4.199366638,0.04063880500000039,20669.89912720101,33662.407150013074
"47.88.251.174","192.168.119.140",3,254,1,100,2,154,4.443210407,0.1926422290000005,4152.775869303287,6395.274838727062
"104.16.45.182","192.168.119.140",52,13680,23,10377,29,3303,8.57641796,4.252734145,19520.618305661807,6213.414499720627
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,9.895643783,0.35568305199999983,4723.306299114867,7692.2416871299265
"151.101.1.69","192.168.119.140",4,356,2,178,2,178,10.839825894,0.05167732399999991,27555.606400981644,27555.606400981644
"104.16.49.182","192.168.119.140",76,20071,35,15630,41,4441,13.01539479,12.297247502,10168.129085770108,2889.101808695141
"47.91.64.21","192.168.119.140",6,508,2,200,4,308,15.767307161,6.086014512,262.89782859459604,404.86265603567784
"104.16.47.182","192.168.119.140",20,5323,9,4283,11,1040,18.119402117,0.3200316679999986,107064.40463885639,25997.427229607903
"104.18.40.122","192.168.119.140",9,720,3,279,6,441,18.81510142,2.506737844,890.4002488103819,1407.4068448938294
"104.16.46.182","192.168.119.140",61,38111,31,35497,30,2614,21.320055622,1.0732528199999969,264593.7608624227,19484.691407566075
"52.222.139.116","192.168.119.140",66,22683,30,19071,36,3612,22.930083191,1.1507825179999998,132577.61359214532,25109.870499440458
"52.222.139.10","192.168.119.140",95,31012,44,25754,51,5258,22.999642099,2.375138027000002,86745.2744463174,17710.128641715342
"142.251.36.46","192.168.119.140",22,7267,9,5944,13,1323,23.046208715,2.2136718160000015,21481.05227536581,4781.196527642828
"52.222.139.85","192.168.119.140",20,7385,9,6242,11,1143,23.147709689,0.9776526420000025,51077.4459708358,9353.015178575028
"142.251.39.104","192.168.119.140",19,6993,8,5839,11,1154,23.178011446,0.9966396310000007,46869.49881084948,9263.12752658337
"142.250.179.130","192.168.119.140",19,6895,8,5735,11,1160,23.179443317,1.0336399679999992,44386.828509324856,8977.981006245307
"52.222.139.41","192.168.119.140",48,15537,22,12877,26,2660,23.180734825,1.3689502760000032,75251.82017641068,15544.757448881914
"52.222.139.89","192.168.119.140",28,8112,13,6586,15,1526,25.585496335,0.2963378460000001,177797.06747277896,41196.22304334356

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.119.140","207.241.224.2",753,352601,379,38146,374,314455,0,8.218110004,37133.598826429145,306109.3120894662
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,1.023084065,0.26342537,6377.517852589521,10386.243359931506
"13.227.209.198","192.168.119.140",12,1104,4,420,8,684,2.033173685,4.832014988000001,695.3620815217553,1132.4468184782872
"151.101.1.69","192.168.119.140",4,356,2,178,2,178,2.037614147,0.024606524999999824,57870.82897727372,57870.82897727372
"104.16.45.182","192.168.119.140",3,254,1,100,2,154,3.743375474,0.03843733599999988,20813.09693262828,32052.16927624755
